Shanghai InfoTM Microelectronics Co.,Ltd.	
Xtreme Technologies Corp	
3CX	
HYUNDAI SYSCOMM, INC.	
Hardy Instruments	
Himax Technologies, Inc	
OpenProducts 237 AB	
Advanced Energy	
ANTLOW COMMUNICATIONS, LTD.	
sTraffic	
Leonardo Tactical Systems.	
shanghai huayuan chuangxin software CO., LTD.	
Texa Corp.	
Asound Electronic	
Shaw Communications Inc.	
Guangzhou Horizontal Information & Network Integration Co. Ltd	
Smartware	
Ness Corporation	
ADMTEK INCORPORATED	
Toshiba Toko Meter Systems Co., LTD.	
Farmage Co., Ltd.	
VEO-LABS	
Prediwave Corp.	
Yangzhou ChangLian Network Technology Co,ltd.	
AMD	
DVL	
F3, Inc.	
Mamiya-OP Co.,Ltd.	
Gentrice tech	
Optos Plc	
Captivate Network	
SELSIUS SYSTEMS, INC.	
Rackable Systems	
IP Datatel, LLC.	
Welltrans O&E Technology Co. , Ltd.	
Integrated Dispatch Solutions	
LightHaus Logic, Inc.	
Vision Valley FZ LLC	
NTC-Metrotek	
PRESITION (2000) CO., LTD.	
AC Tech corporation DBA Advanced Digital	
Astronautics C.A  LTD	
Masterclock, Inc.	
Sequans Communications	
Industrial Control Systems	
Vuzix Corporation	
Slican Sp. z o.o.	
Silverflare Ltd.	
Topfield Co., Ltd	
Flexus Computer Technology, Inc.	
Guangdong Gosun Telecommunications Co.,Ltd	
ABB Xiamen Low Voltage Equipment Co.,Ltd.	
ECA-SINTERS	
Jingsheng Technology Co., Ltd.	
MUTOH INDUSTRIES LTD.	
OceanServer Technology, Inc	
Proview Electronics Co., Ltd.	
Shenzhen Trimax Technology Co.,Ltd	
SHENZHEN BAOAN GAOKE ELECTRONICS CO., LTD	
Magicard Ltd	
TDA INDUSTRIA DE PRODUTOS	
FINISAR CORPORATION	
Phabrix Limited	
PernixData	
Helixtech Corp.	
Hansong Tehnologies	
Amphus	
woori-net	
RASTER IMAGE PROCESSING SYSTEM	
Universal Control Solution Corp.	
Ideal Industries	
MEIKYO ELECTRIC CO.,LTD	
Centrak, Inc.	
Segnetics LLC	
IGRS Engineering Lab Ltd.	
BRIGHT STAR ENGINEERING	
Hellberg Safety AB	
Kellendonk Elektronik GmbH	
General Electric Global Research	
Compulogic Limited	
AbsoluteValue Systems, Inc.	
HORNER ELECTRIC, INC.	
Ambrado, Inc	
Zhejiang Hite Renewable Energy Co.,LTD	
PHOTRON USA	
Pixel Velocity, Inc	
ITS Telecom	
AUTOCOMPUTER CO., LTD.	
GECO, Inc.	
UCAMP CO.,LTD	
Core Logic Inc.	
Actlas Inc.	
Staccato Communications Inc.	
Shenzhen SDMC Technology Co., Ltd.	
Shanghai Howell Electronic Co.,Ltd	
SIERRA MONITOR CORP.	
GIGAVISION srl	
XACT, INC.	
Vivaas Technology Inc.	
Creative Next Design	
Bivio Networks	
GST Co., Ltd.	
Plaster Networks	
NSM Technology Ltd.	
Otus Technologies Ltd	
Beijing Heweinet Technology Co.,Ltd.	
Shenzhen ATUE Technology Co., Ltd	
Wuhan Feng Tian Information Network CO.,LTD	
Webpro Technologies Inc.	
CARL ZEISS	
Koatsu Gas Kogyo Co., Ltd.	
COWBELL ENGINEERING CO., LTD.	
Koncept International, Inc.	
NAVIGON AG	
DONGGUAN QISHENG ELECTRONICS INDUSTRIAL CO., LTD	
Xtreme Power Systems	
VTION INFORMATION TECHNOLOGY (FUJIAN) CO.,LTD	
Onzo Ltd	
HLS HARD-LINE Solutions Inc.	
Winix Co., Ltd	
NETSPAN CORPORATION	
DAEWOO ELECTRONICS CO., LTD.	
Philips CFT	
GALAXY NETWORKS, INC.	
Exterity Limited	
ClariPhy Communications, Inc.	
ORTHOsoft inc, d/b/a Zimmer CAS	
iSonea Limited	
Nanotron Technologies GmbH	
BLANKOM Antennentechnik GmbH	
Harms & Wende GmbH & Co.KG	
SAMSIN INNOTEC	
FOUNDER BROADBAND NETWORK SERVICE CO.,LTD	
Zhejiang Tianle Digital Electric Co.,Ltd	
Tietech.Co., Ltd.	
Syslane, Co., Ltd.	
Griffin Technology	
ALCATEL STC AUSTRALIA	
Digital RF Corea, Inc	
ABB Ltd	
Beijing RongZhi xinghua technology co., LTD	
NGN Easy Satfinder (Tianjin) Electronic Co., Ltd	
OpenRTLS Group	
SUNIX Co., Ltd.	
Kleinknecht GmbH, Ing. Büro	
GUANGZHOU WINSOUND INFORMATION TECHNOLOGY CO.,LTD.	
PT HAN SUNG ELECTORONICS INDONESIA	
Vocollect Inc	
Society of Motion Picture &amp; Television Engineers	
Wavecom Asia Pacific Limited	
Broadway Networks	
SANIX INCORPORATED	
Shenzhen Techtion Electronics Co., Ltd.	
EVIDENCE Network SIA	
SHENZHEN COMMUNICATION TECHNOLOGIES CO.,LTD	
Ingenic Semiconductor Co.,Ltd	
jp-embedded	
WirelessWERX, Inc	
MicroBrain,Inc.	
TrunkNet	
Cierma Ascenseurs	
Manufacturing Resources International	
MPB Communications Inc.	
Aplicom Oy	
Innovative Security Designs	
SCHMID TELECOMMUNICATION	
Woori SMT Co.,ltd	
Minimax GmbH & Co KG	
Avaya ECS Ltd	
EyeCross Co.,Inc.	
Hager Electro SAS	
Paradigm Technology Inc..	
iiTron Inc.	
Cummings Engineering	
Setrix GmbH	
MIC ASSOCIATES, INC.	
Nixvue Systems  Pte Ltd	
Sanko Electronics Co., Ltd.	
Big Switch Networks	
BlueRadios, Inc.	
Allied Telesis (Hong Kong) Ltd.	
ASITEQ	
Salutron Inc.	
Sand Network Systems, Inc.	
secunet Security Networks AG	
NALTEC, Inc.	
AsiaRF Ltd.	
SHENZHEN FUZHI SOFTWARE TECHNOLOGY CO.,LTD	
Rosewill Inc.	
Prism Media Products Limited	
Muuselabs NV/SA	
Mesco Engineering GmbH	
CSS LABS	
Nova Electronics (Shanghai) Co., Ltd.	
IAV GmbH	
Mobile Appliance, Inc.	
Shinbo Co., Ltd.	
DIGITAL HANDS CO.,LTD.	
OPTIMUS IC S.A.	
Jabil Circuit(Wuxi) Co.,Ltd	
Quest Software, Inc.	
Bermai Inc.	
SPI Lasers Ltd	
Virtualtek. Co. Ltd	
All Components Incorporated	
Qi Hardware Inc.	
Honeywell Environmental & Combustion Controls (Tianjin) Co., Ltd.	
Tekon-Automatics	
Spectrapoint Wireless, LLC	
Changzhou Tiannengbo System Co. Ltd.	
FamilyPhone AB	
KWB Gmbh	
American Security Products Co.	
Jennic Ltd	
OLENCOM ELECTRONICS	
Winners Electronics Co., Ltd.	
Beijing Superbee Wireless Technology Co.,Ltd	
V. Stonkaus firma Kodinis Raktas	
IRCA SpA	
TeraForce Technology Corporation	
MAXFOR	
LANART CORPORATION	
Symeo GmbH	
High-Gain Antennas LLC	
eOn Communications	
ProLon	
Avail Networks	
WILTRON CO.	
netTALK.com, Inc.	
XITRON TECHNOLOGIES, INC.	
iCatch Inc.	
inMotion Ltd.	
INTER-TEL INTEGRATED SYSTEMS	
Radcom Ltd.	
Clover Network, Inc.	
Litemax Electronics Inc.	
WiChorus, Inc.	
HAN Networks Co., Ltd	
Grandstream Networks, Inc.	
Hubbell Building Automation, Inc.	
I4VINE, INC	
China Mobile Group Device Co.,Ltd.	
DAIHAN Scientific Co., Ltd.	
CORPORATE NETWORK SYSTEMS,INC.	
Cloverleaf Communications Inc.	
Echo Digital Audio Corporation	
Kishu Giken Kogyou Company Ltd,.	
Digitalbox Europe GmbH	
NetCare Service Co., Ltd.	
ATEX	
AgileMesh, Inc.	
Daehanet, Inc.	
Shenzhen Zeroone Technology CO.,LTD	
P-COM, INC.	
Bellwin Information Co. Ltd.,	
AESYS S.p.A.	
MTI Ltd.	
IDN Telecom, Inc.	
INESA ELECTRON CO.,LTD	
Wizyoung Tech.	
Harmonic, Inc	
Lyve Minds, Inc	
Ablelink Electronics Ltd	
ImageCom Limited	
Selta Telematica S.p.a	
IC Intracom	
E-Senza Technologies GmbH	
Securifi Ltd	
Cloudleaf, Inc.	
Valeo VECS	
PacketAir Networks, Inc.	
Getinge Sterilization AB	
Danfoss Solar Inverters	
Pixord Corporation	
T&L Information Inc.	
Tilera Corporation	
SUZUKEN CO.,LTD	
YOZAN Inc.	
Acconet (PTE) Ltd	
Guangzhou New Postcom Equipment Co.,Ltd.	
MAT S.A. (Mircrelec Advanced Technology)	
ADL Embedded Solutions, Inc.	
DATAVAN TC	
BRECIS Communications Corporation	
Shenzhen Jun Kai Hengye Technology Co. Ltd	
CONVEX COMPUTER CORPORATION	
C-BEL Corporation	
JumpGen Systems, LLC	
Wireless OnLine, Inc.	
xn systems	
camtron industrial inc.	
Interactek	
E.D.&A.	
Naviit Inc.	
ASIP Technologies Inc.	
Carvers SA de CV	
DATATECH ENTERPRISES CO., LTD.	
Delphian Systems LLC	
Endeleo Limited	
Brix Networks	
Universal Instruments Corp.	
Euro Emme s.r.l.	
SYRIS Technology Corp	
BTU International	
Q Electronics Ltd	
Crewave Co., Ltd.	
WebSilicon Ltd.	
RESEARCH MACHINES	
SOUTHERN PACIFIC LTD.	
PARTICLE MEASURING SYSTEMS	
Emitech Corporation	
IRONICS, INCORPORATED	
YOKO Technology Corp.	
Cavanagh Group International	
Widex A/S	
Schindler Elevator Ltd.	
Genuine Technologies Co., Ltd.	
Yulinet	
Bionet Co., Ltd.	
MCNEX Co.,Ltd.	
Jide Technology (Hong Kong) Limited	
Dowslake Microsystems	
Gotham Networks	
T&W Electronics Company	
ETH Inc.	
The Warehouse Limited	
Becker-Antriebe GmbH	
AMB i.t. Holding	
TEAMCAST	
COSMO CO., LTD	
Beijing Guang Runtong Technology Development Company co.,Ltd	
TSMART Inc.	
Argosy Technologies, Ltd.	
S Netsystems Inc.	
NTT Innovation Institute, Inc.	
Agere Systems	
Voltaire	
ITAUTEC PHILCO S.A.	
Sino Prime-Tech Limited	
Minrray Industry Co.,Ltd	
ShenZhen XinHuaTong Opto Electronics Co.,Ltd	
Robert Bosch Smart Home GmbH	
Network Equipment Technologies, Inc.	
MCNC	
Hitachi,Ltd.	
Vivato Technologies	
Beijing Skyway Technologies Co.,Ltd	
Osaka Micro Computer.	
Intellitect Water Ltd	
Facom UK Ltd (Melksham)	
TEST SYSTEMS & SIMULATIONS INC	
Carefusion	
GP Electronics (HK) Ltd.	
Online Corporation	
Smartvue Corporation	
Lars Thrane A/S	
TP-LINK TECHNOLOGIES CO.,LTD.	
Atomic Rules LLC	
IOGEAR, Inc.	
Wintecronics Ltd.	
Embedded Artists AB	
Argus Technologies	
DEXON Systems Ltd.	
Shanghai Ruijie Technology	锐捷网络
Sunflex Europe GmbH	
Boge Kompressoren OTTO Boge GmbH & Co. KG	
Silicon Micro Sensors GmbH	
NPP ELIKS America Inc. DBA T&M Atlantic	
Orient Power Home Network Ltd.	
A. Eberle GmbH & Co. KG	
ISA CO., LTD.	
RPA Reserch Co., Ltd.	
KATANA PRODUCTS	
YODO Technology Corp. Ltd.	
Sulzer Pump Solutions Finland Oy	
NMS Communications	
Simoco Ltd.	
UHD-Elektronik	
NV ADB TTV Technologies SA	
Beijing KEMACOM Technologies Co., Ltd.	
Solid Year Co., Ltd.	
NetChip Technology, Inc.	
G-Tek Electronics Sdn. Bhd.	
Automatic Systems	
ASPECT COMMUNICATIONS	
Alta Data Technologies	
SBM Co., Ltd.	
DOVE COMPUTER CORPORATION	
Omega Elektronik AS	
NetApp	
Polestar Corp.	
Watertek Co.	
Schleicher GmbH & Co. Relaiswerke KG	
Intron Scientific co., ltd.	
Kistler Instrumente AG	
Filtronic plc	
INTEGRATED MICRO PRODUCTS LTD	
Gould Instrument Systems, Inc.	
Westport Technologies	
UNISPHERE SOLUTIONS	
ACTIVA MULTIMEDIA	
topsystem Systemhaus GmbH	
WESTERN DIGITAL	
3COM EUROPE LTD.	
Franke Finland Oy	
LifeSize Communications, Inc	
RICOH COMPANY,LTD.	
Accelerated Concepts, Inc	
Calxeda, Inc.	
TRADPOST (HK) LTD	
ANITE TELECOMS	
Ultratec, Inc.	
Broadband Solutions Group	
Roche Diagnostics	
NetMount	
MARGI Systems, Inc.	
Sonavox Canada Inc	
MARA Systems Consulting AB	
SHANGHAI SEEYOO ELECTRONIC & TECHNOLOGY CO., LTD	
nextLAP GmbH	
EUROTIME AB	
KAISHUN ELECTRONIC TECHNOLOGY CO., LTD. BEIJING	
Shenzhen TCL New Technology Co., Ltd	
Boxx TV Ltd	
AIRWAVE TECHNOLOGIES INC.	
CUMULUS CORPORATIION	
Navman New Zealand	
CELCORE, INC.	
Ethernet Powerlink Standardization Group (EPSG)	
Aday Technology Inc	
ThyssenKrupp Elevators (Shanghai) Co.,Ltd	
Pluribus Networks, Inc.	
Etymonic Design, Inc.	
DIAL TECHNOLOGY LTD.	
Evans & Sutherland	
Network General Corporation	
e2v technologies (UK) ltd.	
RWT GMBH	
POSITRON	
Jasmine Networks, Inc.	
NETWORK COMPUTING DEVICES	
Tobii Technology AB	
TKM GmbH	
TRANWO TECHNOLOGY CO., LTD.	
Sony Computer Entertainment America	
Neousys Technology Inc.	
Sumtel Communications, Inc.	
AUTONICS CORPORATION	
DS Global. Co., LTD	
MICRON TECHNOLOGY, INC.	
Beijing Xiaomi Electronics Co., Ltd.	
Sarian Systems, Ltd.	
Galaxy Technology Limited	
bluesky	
Shiningtek	
AMERICAN POWER CONVERSION CORP	
Holy Stone Ent. Co., Ltd.	
INEW DIGITAL COMPANY	
STEMMER IMAGING GmbH	
Helmholtz Centre Berlin for Material and Energy	
FLOW DATA INC	
Shanghai Reallytek Information Technology  Co.,Ltd	
GE Healthcare Bio-Sciences AB	
Intellio Ltd	
ARtem	
Logitek Electronic Systems, Inc.	
Panasonic Automotive Systems Asia Pacific(Thailand)Co.,Ltd.	
DEWAV (HK) ELECTRONICS LIMITED	
Hose-McCann Communications	
Trendsetter Medical, LLC	
Sandburst	
Mophie, LLC	
FUKUDA DENSHI CO., LTD.	
Toho Technology Corp.	
Telecom FM	
CONTROLLED ENVIRONMENTS, LTD.	
dSys	
GE Aviation System	
Hoshino Metal Industries, Ltd.	
Industrial Software Co	
Sow Cheng Technology Co. Ltd.	
Shandong Bittel Electronics Co., Ltd	
I.C.Y. B.V.	
MaxStream, Inc	
Logitech	
NETEXPRESS	
InVue	
Netronics Technologies Inc.	
FINE-PAL COMPANY LIMITED	
Tamtron Oy	
THE CLOUD INC.	
Fujant, Inc.	
Kentima Technologies AB	
Musashi Co., Ltd.	
Altasec technology corporation	
Synelec Telecom Multimedia	
TRANSYS NETWORKS INC.	
Alcatel-Lucent	
Aftek Infosys Limited	
SP Best Corporation Co., LTD.	
PROBA Building Automation Co.,LTD	
Infrared Integrated Systems Ltd	
Vuzix / Lenovo	
Continental Automotive GmbH	
Dalian Hi-Think Computer Technology, Corp	
Tellink Sistemas de Telecomunicación S.L.	
Teletronics International Inc.	
CipherOptics	
Uniwide Technologies, Inc.	
Road-Track Telematics Development	
China Palms Telecom.Ltd	
daesung eltec	
Portable Innovation Technology Ltd.	
EuroCB (Phils), Inc.	
Elma Trenew Electronic GmbH	
vArmour Networks, Inc.	
Funkwerk Dabendorf GmbH	
C2 Development, Inc.	
COMSOFT GMBH	
Automation Components, Inc	
Chuang-Yi Network Equipment Co.Ltd.	
Redflex Communication Systems	
Sysmex Corporation	
InnerSpace	
BIONIME	
Adaptive Micro Systems Inc.	
DSC CORPORATION	
CUBIX CORPORATION	
3D Display Technologies Co., Ltd.	
KWANG SUNG ELECTRONICS CO., LTD.	
Beijing Wise Technology & Science Development Co.Ltd	
Merten GmbH&CoKG	
TRENDVIEW RECORDERS LTD.	
FIRS Technologies(Shenzhen) Co., Ltd	
SYMBIONICS, LTD.	
MERLOT COMMUNICATIONS	
Skyera, Inc.	
INALP NETWORKS, INC.	
Daintree Networks Pty	
SangSang Technology, Inc.	
LOGICRAFT, INC.	
Radio Systems Design, Inc.	
MICROSENS GmbH & CO. KG	
UNITEC Co., Ltd.	
KunTeng Inc.	
TOKYO SOKKI KENKYUJO CO., LTD.	
BTICINO SPA	
NEC Eluminant Technologies, Inc.	
Calypso Medical	
AVTrace Ltd.(China)	
NietZsche enterprise Co.Ltd.	
Amimon Ltd	
Shenzhen MeiG Smart Technology Co.,Ltd	
ALGORITHMICS LTD.	
Shenzhen CareDear Communication Technology Co.,Ltd	
DEVELOPMENT CONCEPTS, INC.	
LEUNIG GmbH	
TTK SAS	
Hangzhou Prevail Optoelectronic Equipment Co.,LTD.	
I-TECH CORP.	
Shenzhen ViewAt Technology Co.,Ltd.	
Cinetal	
DigitalSis	
NEXT LEVEL COMMUNICATIONS	
SANYO Consumer Electronics Co., Ltd.	
INTERFACE  CO.	
DVT CORP.	
Middle Atlantic Products Inc	
Lytx	
Datang Telecom communication terminal (Tianjin) Co., Ltd.	
BND Co., Ltd.	
OleumTech Corporation	
Data Track Technology PLC	
TeraGlobal Communications Corp.	
Ansaldo STS USA	
Independent Storage Corporation	
Ethos Networks LTD.	
PRIMARY ACCESS CORP.	
Nintendo Co.,Ltd	
Novakon Co., Ltd.	
aFUN TECHNOLOGY INC.	
StreamUnlimited Engineering GmbH	
Belden Hirschmann Industries (Suzhou) Ltd.	
SARNOFF CORPORATION	
Swissdis AG	
I-Storm	
IT R&D Center	
COGENT COMPUTER SYSTEMS, INC.	
Packet Force Technology Limited Company	
Hangzhou Bianfeng Networking Technology Co., Ltd.	
Technomate Ltd	
Everbee Networks	
FCI USA LLC	
Paradox Hellas S.A.	
Neo Photonics	
Disruptive Ltd	
GREAT COMPUTER CORPORATION	
EmergeCore Networks LLC	
Tattile SRL	
IMS Soluções em Energia Ltda.	
Garland Technology	
Overture Networks, Inc.	
RADISYS CORPORATION	
InShow Technology	
ASSMANN Electronic GmbH	
NAMCO LIMITED	
Teneros, Inc.	
Passif Semiconductor	
SetaBox Technology Co., Ltd.	
BrightSign LLC	
TURCK, Inc.	
Wanjiaan Interconnected Technology Co., Ltd	
Bejing DAYO Mobile Communication Technology Ltd.	
CTE International srl	
EMH metering GmbH & Co. KG	
OT Systems Limited	
MileSight Technology Co., Ltd.	
Barix AG	
AVAT Automation GmbH	
Element Labs, Inc.	
FIBEX SYSTEMS	
Hitachi High-Technologies Corporation	
Cello Electronics (UK) Ltd	
EXCELLENT COMPUTER	
CONEXTOP	
Radio Activity srl	
KB Electronics Ltd.	
Yeonhab Precision Co.,LTD	
Sanmina-SCI Hungary  Ltd.	
Altecon Srl	
Galore Networks Pvt. Ltd.	
AirLink Communications, Inc.	
Saunders Electronics	
THOMSON CSF	
ADVANCED MICRO DEVICES	
MS Sedco	
ALCATEL DATA NETWORKS	
Shenzhen ChipTrip Technology Co,Ltd	
MiraeRecognition Co., Ltd.	
Yuxing Electronics Company Limited	
COMFILE Technology	
PERFORMANCE TECHNOLOGIES, INC.	
GILAT SATELLITE NETWORKS, LTD.	
Create New Technology (HK) Limited Company	
Beijing Railway Signal Factory	
STARGUIDE DIGITAL NETWORKS	
Visiontec da Amazônia Ltda.	
Etronic A/S	
LoJack Corporation	
Amptown System Company GmbH	
ISCO International	
NEC Australia Pty Ltd	
COBI GmbH	
Qulsar Inc	
Win Leader Inc.	
scemtec Transponder Technology GmbH	
CYBERDATA CORPORATION	
Supercomputing Systems AG	
Teltonika	
ABB Switzerland Ltd	
Avvasi Inc.	
Hangzhou Treebear Networking Co., Ltd.	
RAMI	
General Dynamics Robotic Systems	
HF System Corporation	
NICEVT	
Media System Planning Corp.	
eXS Inc.	
Control Applications, Ltd.	
HANGZHOU AIXIANGJI TECHNOLOGY CO., LTD	
SWEGON AB	
SIMCom Wireless Solutions Co.,Ltd.	
Pandora Mobility Corporation	
ARIES RESEARCH	
VTI Instruments Corporation	
Acacia Communications	
Baidu Online Network Technology (Beijing) Co., Ltd	
IRLINK	
CUTLER-HAMMER, INC.	
Beijing  WisVideo  INC.	
Zinwave Ltd	
Galvanic Applied Sciences Inc	
TAP.tv	
Twig Com Ltd.	
Glory Star Technics (ShenZhen) Limited	
Consolidated Resource Imaging	
SOYEA Technology Co.,Ltd.	
MULTITEL	
Shandong Taixin Electronic co.,Ltd	
Johnson Controls, Inc.	
Famar Fueguina S.A.	
Qool Technologies Ltd.	
Vialis BV	
USC DigiArk Corporation	
Knovative, Inc.	
ZuniData Systems Inc.	
Ing. Büro Dr. Beutlhauser	
CeLa Link Corporation	
Space Dynamics Lab	
BOCA RESEARCH, INC.	
Aztek, Inc.	
WISEWARE, Lda	
DKT A/S	
Op-Tection GmbH	
CALCOMP, INC.	
Pathway Connectivity	
Secret Labs LLC	
ELCON Systemtechnik GmbH	
CiriTech Systems Inc	
Enertrac	
Thought Creator	
Angler Labs Inc	
INTEGRATED CIRCUIT SYSTEMS, INC. COMMUNICATIONS GROUP	
Modacom	
CEIA S.p.A.	
IEC	
Schneider Electric Japan Holdings Ltd.	
Real ID Technology Co., Ltd.	
JJPlus Corporation	
MITSUMI ELECTRIC CO.,LTD.	
TalkSwitch	
RRCN SAS	
MICROTEST, INC.	
Mueller-Elektronik GmbH & Co. KG	
Exartech International Corp.	
TRIO INFORMATION SYSTEMS AB	
Custom Engineering	
Aava Mobile Oy	
Equaline Corporation	
Electronics Design Services, Co., Ltd.	
Sepura Plc	
MSI Technology GmbH	
Merlin CSI	
Red Lion Controls Inc.	
COMPUTER TECHNICA, INC.	
DispenseSource, Inc.	
Broadlink Pty Ltd	
Shenzhen Hangsheng Electronics Co.,Ltd.	
NOMUS COMM SYSTEMS	
Oxford Diagnostics Ltd.	
FUSION SYSTEMS CORPORATION	
ZSK Stickmaschinen GmbH	
From2	
Dynamode Group	
Perfisans Networks Corp.	
Chuango Security Technology Corporation	
Logital Co. Limited	
Roseman Engineering Ltd	
DISTRIBUTED SYSTEMS INT'L, INC	
LI-COR Biosciences	
E.F. Johnson	
Panasonic Industrial Devices Europe GmbH	
FIVEMERE, LTD.	
SOL INDUSTRY PTE., LTD	
Dynapro Systems, Inc.	
SILICON INTEGRATED SYS. CORP.	
NGES Denro Systems	
Encore Software Limited	
iBAHN	
iDirect, INC.	
tado GmbH	
INNATECH SDN BHD	
ARMITEL Co.	
Commil Ltd.	
Green Motive Technology Limited	
SieAmp Group of Companies	
CLEVO CO.	
Eurotherm Controls	
Alacritech, Inc.	
Emerging Technologies Limited	
SPECTRA - TEK	
Stratec Biomedical AG	
J Communications Co., Ltd.	
Mx Imaging	
Dialog Inc.	
Suntech International Ltd.	
Harbin Arteor technology co., LTD	
HES-SO	
INITECH Co., Ltd	
Hitex Holding GmbH	
Muehlbauer AG	
11wave Technonlogy Co.,Ltd	
Nexterm Inc.	
Remopro Technology Inc.	
COMMidt AS	
TELEVIDEO SYSTEMS, INC.	
KTNF	
Nuheara Ltd	
MICRO-STAR INT'L CO.,LTD.	
IPOptical, Inc.	
Center Communication Systems GmbH	
Woojin Industrial Systems Co., Ltd.	
BluePacket Communications Co., Ltd.	
UNITED BARCODE INDUSTRIES	
Taco Inc	
HM Electronics, Inc.	
Liptel s.r.o.	
Talk-A-Phone Co.	
Meridian Audio Limited	
Dantherm Power	
Futronic Technology Co. Ltd.	
RIFATRON	
CORE DIGITAL ELECTRONICS CO., LTD	
Shanghai Kingto Information Technology Ltd	
Teradon Industries, Inc	
BARTECH SYSTEMS INTERNATIONAL, INC	
A/S MYCRON	
Shenzhen Sang Fei Consumer Communications Ltd., Co.	
Euronda SpA	
Mobile Safe Track Ltd	
Focusrite Audio Engineering Limited	
DATACORE SOFTWARE CORP.	
Mitutoyo Corporation	
SYNTREX, INC.	
ALPHA-TOP CORPORATION	
Cygnal Integrated Products, Inc.	
Terminales de Telecomunicacion Terrestre, S.L.	
AMBIT MICROSYSTEMS CORP.	
STRAWBERRY TREE, INC.	
Shenzhen Forward Industry Co., Ltd	
Peiker acustic GmbH & Co. KG	
Corventis Inc.	
Maxwell Forest	
BRISTOL BABCOCK, INC.	
TEM Mobile Limited	
DIRC Technologie GmbH & Co.KG	
CEVA, Ltd.	
cellon communications technology(shenzhen)Co.,Ltd.	
OnLive, Inc	
Sealevel Systems, Inc.	
Sanjole, Inc.	
Spagat AS	
Chantry Networks	
Entrelogic Corporation	
Measurement Devices Ltd	
SK Teletech(R&D Planning Team)	
TIL Technologies	
SITEK	
Zealabs srl	
Z3 Technology	
Guangdong Guanglian Electronic Technology Co.Ltd	
Sena Technologies, Inc.	
DeviceDesign	
Vivox Inc	
Corporation of the Presiding Bishop of The Church of Jesus Christ of Latter-day Saints	
BW Broadcast	
Prime Motion Inc.	
Inspur Electronic Information Industry Co.,Ltd.	
ELE-CHEM ENGINEERING CO., LTD.	
DATA ELECTRONICS (AUST.) PTY, LTD.	
2C - Trifonov & Co	
Coriolis Networks	
Lung Hwa Electronics Co., Ltd.	
MACTELL CORPORATION	
Metropolitan Area Networks, Inc.	
Andiamo Systems, Inc.	
JADAK LLC	
Si14 SpA	
Eagle Research Corporation	
UNIPULSE CORP.	
BROOKTROUT TECHNOLOGY, INC.	
Ecocentric Energy	
Polypix Inc.	
Flextronics International GmbH & Co. Nfg. KG	
i.s.t isdn-support technik GmbH	
Exéns Development Oy	
Techno-Innov	
Unified Display Interface SIG	
AVECS Bergen GmbH	
RIGHTECH CORPORATION	
Pulse Eight Limited	
Limited Liability Company	
Plus Technology Co., Ltd	
Thales UK Limited	
Neihua Network Technology Co.,LTD.(NHN)	
Quantum Networks (SG) Pte. Ltd.	
FISHER CONTROLS	
HIMS International Corporation	
AMERITEC CORP.	
bitWallet, Inc.	
Uniloc USA Inc.	
Hirschmann Automation and Control GmbH	
ZONEWORX, INC.	
AMSC	
IMAGE SCIENCES, INC.	
Beijer Electronics Products AB	
GEMINI TRAZE RFID PVT. LTD.	
FlexDSL Telecommunications AG	
Baxter International Inc	
DATAPOINT CORPORATION	
QinetiQ Ltd	
Open-m technology limited	
Redes de Telefonía Móvil S.A.	
iAd GmbH	
R L Drake	
Kaztek Systems	
SPHERE COMMUNICATIONS, INC.	
SUN ELECTRONICS CORP.	
ALCATEL-LUCENT	
MTS Systems Corp.	
Absolute Analysis	
Krohne	
NetEnrich, Inc	
Venetex Corp	
LEAP TECHNOLOGY, INC.	
US ARMY ELECTRONIC	
PRIMEX AEROSPACE COMPANY	
ACACIA NETWORKS, INC.	
MaxVision LLC	
TEM AG	
BIXOLON CO.,LTD	
7INOVA TECHNOLOGY LIMITED	
Bayside Interactive, Inc.	
Kinpo Electronics, Inc.	
AUGTEK	
Rechnerbetriebsgruppe	
Thales Avionics In-Flight Systems, LLC	
STN BV	
Total Wireless Technologies Pte. Ltd.	
Digicable Network India Pvt. Ltd.	
Cirilium Corp.	
ASCT	
SMC Corporation	
Shenzhen AEE Technology Co.,Ltd.	
Aastra	
Wuxi DSP Technologies Inc.	
Svenska Hardvarufabriken AB	
RF COncepts, LLC	
Glocom, Inc.	
Galtronics Telemetry Inc.	
Sputnik Engineering AG	
CALL IMAGE SA	
ASTAK Inc.	
INTERSENSOR S.R.L.	
Nuvera Fuel Cells	
SI ELECTRONICS, LTD.	
PATTON ELECTRONICS CO.	
ACORN COMPUTERS LIMITED	
KATHREIN-WERKE KG	
Vaillant GmbH	
ChongQing GuanFang Technology Co.,LTD	
CHROMATEK INC.	
Jinan USR IOT Technology Co., Ltd.	
KUMHO ENG CO.,LTD	
Atamo Pty Ltd	
ARC Wireless LLC	
ChongQing QingJia Electronics CO.,LTD	
RP-Technik e.K.	
HONG KONG WHEATEK TECHNOLOGY LIMITED	
Beijing Jiaxun Feihong Electricial Co., Ltd.	
MULTIDATA GMBH	
Shenzhen SuperElectron Technology Co.,LTD	
Hunter Engineering Company	
MESADA Technology Co.,Ltd.	
Vapor Stone Rail Systems	
Adhoco AG	
OPEN ROAD SOLUTIONS , INC.	
MINIX Technology Limited	
ARDUINO AG	
DYNATEM	
neXus ID Solutions AB	
